"player_name","avg_age_in_career","avg_player_height","avg_player_weight","college","country","draft_year","draft_round","draft_number","total_gp","avg_pts","avg_reb","avg_ast","avg_net_rating","avg_oreb_pct","avg_dreb_pct","avg_usg_pct","avg_ts_pct","avg_ast_pct","modern_draft_round"
"Desmon Farmer",26,195.58,99.79024,"Southern California","USA","Undrafted","Undrafted","Undrafted",11,2.33636363636364,0.618181818181818,0.990909090909091,11.05,0,0.0815,0.196,0.429,0.2,"Undrafted"
"Desmond Bane",24,195.58,97.52228,"TCU","USA","2020","1","30",202,16.1178217821782,4.13465346534653,2.85148514851485,5.43333333333333,0.0196666666666667,0.119,0.211,0.599333333333333,0.147666666666667,"Round 1"
"Desmond Ferguson",26,200.66,95.25432,"Detroit Mercy","USA","Undrafted","Undrafted","Undrafted",7,1.9,0.6,0.1,20.5,0,0.133,0.239,0.505,0.071,"Undrafted"
"Desmond Mason",27.5,195.58,100.3799096,"Oklahoma State","USA","2000","1","17",643,12.0564541213064,4.45349922239502,1.62892690513219,-4.47,0.0483,0.1319,0.1882,0.4996,0.0817,"Round 1"
"Desmond Penigar",22,200.66,111.13004,"Utah State","USA","Undrafted","Undrafted","Undrafted",10,3.2,2.4,0.3,7.8,0.077,0.247,0.183,0.538,0.053,"Undrafted"
"Detlef Schrempf",36,208.28,106.59412,"Washington","USA","1985","1","8",292,12.6058219178082,5.92260273972603,3.56506849315068,6.04,0.0546,0.178,0.19,0.556,0.1898,"Round 1"
"DeVaughn Akoon-Purcell",26,198.12,90.7184,"Illinois State","Trinidad and Tobago","Undrafted","Undrafted","Undrafted",7,1,0.6,0.9,4.2,0.043,0.15,0.228,0.322,0.375,"Undrafted"
"Devean George",27,203.2,104.738516363636,"Augsburg","USA","1999","1","23",630,5.62650793650794,3.13349206349206,0.875238095238095,0.709090909090909,0.0530909090909091,0.14,0.162545454545455,0.481090909090909,0.0676363636363636,"Round 1"
"Devin Booker",22.5,196.85,93.893544,"Kentucky","USA","2015","1","13",530,23.9483018867925,3.96018867924528,4.7411320754717,-0.575,0.016875,0.1015,0.296625,0.574125,0.229125,"Round 1"
"Devin Brown",27.5,195.58,99.79024,"Texas-San Antonio","USA","Undrafted","Undrafted","Undrafted",465,7.2058064516129,2.77354838709677,1.47311827956989,-1.275,0.048125,0.125375,0.199125,0.489375,0.122625,"Undrafted"
"Devin Cannady",25.5,187.96,83.007336,"Princeton","USA","2019","Undrafted","Undrafted",13,6.49230769230769,0.830769230769231,0.830769230769231,-8.15,0.003,0.0485,0.1685,0.539,0.0625,"Undrafted"
"Devin Ebanks",22,205.74,97.52228,"West Virginia","USA","2010","2","43",63,3.53333333333333,1.98412698412698,0.373015873015873,-7.2,0.084,0.113,0.190666666666667,0.461,0.0566666666666667,"Round 2"
"Devin Gray",26.5,200.66,108.86208,"Clemson","USA","1995","Undrafted","Undrafted",27,2.45555555555556,1.44444444444444,0.222222222222222,-24.6,0.1045,0.191,0.2215,0.4055,0.07,"Undrafted"
"Devin Green",23,200.66,96.161504,"Hampton","USA","Undrafted","Undrafted","Undrafted",27,0.9,0.9,0.3,-16.1,0.085,0.117,0.144,0.336,0.097,"Undrafted"
"Devin Harris",29,190.5,85.0636197333333,"Wisconsin","USA","2004","1","5",985,10.7603045685279,2.18812182741117,3.92609137055838,2.1,0.014,0.0898,0.2076,0.5496,0.247266666666667,"Round 1"
"Devin Robinson",23.5,203.2,90.7184,"Florida","USA","Undrafted","Undrafted","Undrafted",8,6.1125,3.1625,0.7875,13.45,0.0765,0.1965,0.1295,0.4745,0.0475,"Undrafted"
"Devin Vassell",21,195.58,90.7184,"Florida State","USA","2020","1","11",171,11.2122807017544,3.6672514619883,1.91520467836257,-4.36666666666667,0.016,0.130333333333333,0.187333333333333,0.538,0.113333333333333,"Round 1"
"Devon Dotson",22,186.266666666667,83.91452,"Kansas","USA","Undrafted","Undrafted","Undrafted",28,1.95357142857143,0.875,1.06428571428571,4.53333333333333,0.0523333333333333,0.0836666666666667,0.139333333333333,0.412,0.231333333333333,"Undrafted"
"Devon Hall",24,195.58,97.52228,"Virginia","USA","2018","2","53",11,1.8,0.6,1.2,3.8,0.019,0.06,0.182,0.298,0.217,"Round 2"
"Devontae Cacok",24,201.506666666667,108.86208,"North Carolina-Wilmington","USA","Undrafted","Undrafted","Undrafted",36,2.56944444444444,2.19444444444444,0.25,13.0666666666667,0.114,0.265,0.166,0.583666666666667,0.0703333333333333,"Undrafted"
"Devonte' Graham",26,185.928,87.543256,"Kansas","USA","2018","2","34",313,11.5699680511182,2.31948881789137,4.49009584664537,-3.12,0.0148,0.0752,0.1952,0.5228,0.26,"Round 2"
"Devyn Marble",22.5,198.12,90.7184,"Iowa","USA","2014","2","56",44,2.17272727272727,1.58181818181818,0.654545454545455,-3,0.0235,0.138,0.1395,0.365,0.087,"Round 2"
"Dewan Hernandez",23,208.28,106.59412,"Miami","USA","2019","2","59",6,2.3,2.3,0.5,17.2,0.172,0.265,0.257,0.432,0.125,"Round 2"
"Dewayne Dedmon",28.5,212.852,111.583632,"Southern California","USA","Undrafted","Undrafted","Undrafted",515,6.32407766990291,5.76873786407767,0.710873786407767,-0.49,0.1004,0.2558,0.1587,0.5937,0.0585,"Undrafted"
"Dewayne Dedmon",28.5,212.852,111.583632,"USC","USA","Undrafted","Undrafted","Undrafted",515,6.32407766990291,5.76873786407767,0.710873786407767,-0.49,0.1004,0.2558,0.1587,0.5937,0.0585,"Undrafted"
"Dexter Boney",27,193.04,83.91452,"Nevada-Las Vegas","USA","Undrafted","Undrafted","Undrafted",8,2.4,0.8,0,-19.6,0.058,0.071,0.231,0.422,0,"Undrafted"
"Dexter Pittman",24.5,210.82,131.881874,"Texas","USA","2010","2","32",50,2.294,1.762,0.21,2.275,0.26825,0.1355,0.21975,0.289,0.01225,"Round 2"
"Deyonta Davis",21,209.973333333333,107.954896,"Michigan State","USA","2016","2","31",107,4.23551401869159,3.22616822429907,0.431775700934579,-8.43333333333333,0.0763333333333333,0.186666666666667,0.120666666666667,0.610333333333333,0.0486666666666667,"Round 2"
"Diamond Stone",20,210.82,115.66596,"Maryland","USA","2016","2","40",7,1.4,0.9,0,-58.7,0.037,0.2,0.324,0.339,0,"Round 2"
"Diante Garrett",24.5,193.04,86.18248,"Iowa State","USA","Undrafted","Undrafted","Undrafted",90,3.20444444444444,1.27333333333333,1.67888888888889,-12.05,0.0225,0.0845,0.176,0.417,0.2675,"Undrafted"
"Dickey Simpkins",27.2,205.74,116.0288336,"Providence","USA","1994","1","21",208,4.65384615384615,4.22980769230769,1.07403846153846,-6.98,0.0694,0.1334,0.122,0.3858,0.1828,"Round 1"
"Didi Louzada",21.5,195.58,85.275296,"None","Brazil","2019","2","35",12,3.6,1.675,0.7,-18.2,0.0245,0.064,0.122,0.4125,0.0715,"Round 2"
"Dijon Thompson",23.5,201.93,89.58442,"UCLA","USA","2005","2","54",16,2.8,1.175,0.175,-5.95,0.087,0.1585,0.231,0.5115,0.0565,"Round 2"
"Dikembe Mutombo",37,218.44,118.736428923077,"Georgetown","Congo","1991","1","4",805,8.28708074534162,9.37329192546584,0.731801242236025,3.97692307692308,0.125692307692308,0.252153846153846,0.133076923076923,0.563615384615385,0.0346153846153846,"Round 1"
"Dillon Brooks",24.5,199.39,101.302213333333,"Oregon","Canada","2017","2","45",345,14.5063768115942,3.08202898550725,2.12811594202899,2.25,0.0256666666666667,0.0795,0.231833333333333,0.510666666666667,0.1085,"Round 2"
"Dino Radja",30,210.82,102.0582,"None","USA","1989","2","40",25,14,8.4,1.9,-3.3,0.058,0.217,0.227,0.471,0.092,"Round 2"
"Dion Glover",23.5,195.58,102.965384,"Georgia Tech","USA","1999","1","20",294,8.17755102040816,3.06836734693878,1.55646258503401,-5.6,0.0398333333333333,0.119,0.207833333333333,0.481833333333333,0.122333333333333,"Round 1"
"Dion Waiters",24.5,192.7225,98.939755,"Syracuse","USA","2012","1","4",419,13.1572792362768,2.6381861575179,2.77804295942721,-0.1875,0.013625,0.089625,0.237125,0.499625,0.168,"Round 1"
"Dionte Christmas",27,195.58,92.98636,"Temple","USA","Undrafted","Undrafted","Undrafted",31,2.3,1.2,0.3,-4.9,0.066,0.15,0.17,0.489,0.067,"Undrafted"
"Dirk Nowitzki",31,213.239047619048,110.611649142857,"None","Germany","1998","1","9",1522,20.7365965834428,7.54283837056505,2.40919842312746,4.94761904761905,0.0315238095238095,0.213904761904762,0.260238095238095,0.568,0.118047619047619,"Round 1"
"DJ Mbenga",27,213.36,114.369982857143,"None","Democratic Republic of the Congo","Undrafted","Undrafted","Undrafted",234,1.75769230769231,1.49358974358974,0.161538461538462,-7.27142857142857,0.0804285714285714,0.146,0.154,0.486714285714286,0.0454285714285714,"Undrafted"
"DJ Stephens",25.5,195.58,85.275296,"Memphis","USA","Undrafted","Undrafted","Undrafted",4,2.225,1.275,0,-15.15,0.0315,0.182,0.1735,0.485,0,"Undrafted"
"DJ Strawberry",23,195.58,91.171992,"Maryland","USA","2007","2","59",33,2.2,0.8,0.9,-3.2,0.034,0.073,0.189,0.364,0.165,"Round 2"
"DJ White",24.5,205.74,112.490816,"Indiana","USA","2008","1","29",138,5.88550724637681,3.17971014492754,0.570289855072464,-2.7,0.0673333333333333,0.207,0.162166666666667,0.467,0.0566666666666667,"Round 1"
"Domantas Sabonis",24,211.182857142857,109.639666285714,"Gonzaga","Lithuania","2016","1","11",494,15.1133603238866,9.68481781376518,4.18643724696356,1.61428571428571,0.081,0.245714285714286,0.214285714285714,0.594,0.202,"Round 1"
"Dominic McGuire",24.5,205.74,102.0582,"Fresno State","USA","2007","2","47",342,2.7187134502924,3.39736842105263,1.23070175438596,-9.85,0.077,0.183,0.110666666666667,0.428333333333333,0.101666666666667,"Round 2"
"Dominick Barlow",20,205.74,97.52228,"None","USA","Undrafted","Undrafted","Undrafted",28,3.9,3.6,0.9,-10.7,0.1,0.131,0.107,0.567,0.079,"Undrafted"
"Dominique Jones",23,195.58,97.52228,"South Florida","USA","2010","1","25",80,3.08125,1.43125,1.835,-7.96666666666667,0.0486666666666667,0.130333333333333,0.217666666666667,0.443666666666667,0.314,"Round 1"
"Dominique Wilkins",38,203.2,104.32616,"Georgia","USA","1982","1","3",90,14.24,5.26,1.51,-5.95,0.117,0.168,0.299,0.481,0.1245,"Round 1"
"Don MacLean",29,208.28,106.59412,"UCLA","USA","1992","1","19",87,7.63333333333333,2.88965517241379,0.739080459770115,-8.88,0.0648,0.1316,0.2064,0.4278,0.0728,"Round 1"
"Don Reid",26,203.2,113.398,"Georgetown","USA","1995","2","58",333,3.57447447447447,2.9048048048048,0.396396396396396,-5.32857142857143,0.0795714285714286,0.140857142857143,0.141428571428571,0.496,0.0412857142857143,"Round 2"
"Donald Royal",31.5,203.2,98.883056,"Notre Dame","USA","1987","3","52",93,3.16666666666667,2.1,0.433333333333333,1.55,0.069,0.109,0.131,0.5125,0.0635,"Round 2"
"Donald Sloan",26,190.5,92.98636,"Texas A&M","USA","Undrafted","Undrafted","Undrafted",218,5.46605504587156,2.06743119266055,2.99036697247706,-11.3,0.0158,0.1124,0.1768,0.4728,0.2762,"Undrafted"
"Donald Whiteside",28.5,177.8,72.57472,"Northern Illinois","USA","Undrafted","Undrafted","Undrafted",30,2.05,0.39,1.2,-32.55,0.0045,0.0645,0.1285,0.413,0.1725,"Undrafted"
"Donatas Motiejunas",24.6666666666667,213.36,103.040982666667,"None","Lithuania","2011","1","20",251,7.28605577689243,3.77211155378486,1.04302788844622,-9.76666666666667,0.0853333333333333,0.143666666666667,0.217666666666667,0.499666666666667,0.111666666666667,"Round 1"
"Donell Taylor",23.5,195.58,85.275296,"Alabama-Birmingham","USA","Undrafted","Undrafted","Undrafted",98,2.7,1.04795918367347,0.947959183673469,-4.4,0.039,0.113,0.202,0.437,0.203,"Undrafted"
"Donnell Harvey",22,203.2,99.79024,"Florida","USA","2000","1","22",205,5.58975609756098,4.01170731707317,0.801951219512195,-0.62,0.1126,0.2492,0.1726,0.6204,0.0854,"Round 1"
"Donnie Boyce",23,195.58,88.904032,"Colorado","USA","1995","2","42",22,2.5,0.7,0.6,-10.3,0.051,0.059,0.244,0.378,0.146,"Round 2"
"Donny Marshall",27.5,200.66,104.32616,"Connecticut","USA","1995","2","39",85,2.52235294117647,1.16470588235294,0.334117647058824,-19.125,0.02825,0.173,0.2115,0.32125,0.04075,"Round 2"
"Donovan Mitchell",23.5,187.113333333333,97.52228,"Louisville","USA","2017","1","13",413,24.6174334140436,4.16125907990315,4.46077481840194,5.98333333333333,0.024,0.0958333333333333,0.309,0.565166666666667,0.225,"Round 1"
"Donovan Williams",21,198.12,86.18248,"UNLV","USA","Undrafted","Undrafted","Undrafted",2,2,1,0,60,0,0.4,0.385,0.4,0,"Undrafted"
"Donta Hall",22.5,207.01,104.099364,"Alabama","USA","Undrafted","Undrafted","Undrafted",22,5.06818181818182,4.55454545454545,0.636363636363636,-9.25,0.1095,0.195,0.122,0.6915,0.075,"Undrafted"
"Donta Smith",21.5,200.66,97.52228,"Southeastern Illinois","USA","2004","2","34",61,2.69672131147541,1.09836065573771,0.773770491803279,-1.25,0.0385,0.1015,0.143,0.531,0.1215,"Round 2"
"Dontae' Jones",23,203.2,99.79024,"Mississippi State","USA","1996","1","21",15,2.9,0.6,0.3,-7.1,0.03,0.08,0.289,0.386,0.089,"Round 1"
"Donte DiVincenzo",24,193.04,92.079176,"Villanova","USA","2018","1","17",273,9.08681318681319,4.6021978021978,2.76813186813187,6.42,0.04,0.1284,0.1618,0.5418,0.1432,"Round 1"
"Donte Grantham",24,203.2,97.52228,"Clemson","USA","Undrafted","Undrafted","Undrafted",3,0,0,0,-53.3,0,0,0.333,0,0,"Undrafted"
"Donte Greene",22.5,210.82,102.511792,"Syracuse","USA","2008","1","28",253,6.09249011857708,2.37549407114625,0.695652173913043,-6.4,0.034,0.122,0.18325,0.47875,0.06725,"Round 1"
"Dontell Jefferson",25,195.58,88.45044,"Arkansas","USA","Undrafted","Undrafted","Undrafted",6,4.8,2,1.5,-5.1,0.014,0.147,0.186,0.559,0.231,"Undrafted"
"Dontonio Wingfield",23.5,203.2,116.119552,"Cincinnati","USA","1994","2","37",50,4.248,2.804,0.94,-17,0.1375,0.183,0.219,0.315,0.07,"Round 2"
"Donyell Marshall",30,205.74,105.372910769231,"Connecticut","USA","1994","1","4",823,11.5170109356015,7.00753341433779,1.39659781287971,-2.53846153846154,0.082,0.207307692307692,0.203769230769231,0.525230769230769,0.0896153846153846,"Round 1"
"Dorell Wright",24,204.816363636364,93.8110727272727,"None","USA","2004","1","19",549,8.37595628415301,3.81985428051002,1.55264116575592,-4.99090909090909,0.0303636363636364,0.172363636363636,0.183363636363636,0.505727272727273,0.110545454545455,"Round 1"
"Dorian Finney-Smith",27,201.748571428571,99.79024,"Florida","USA","Undrafted","Undrafted","Undrafted",460,8.19565217391304,4.57521739130435,1.42130434782609,1.38571428571429,0.052,0.113285714285714,0.130142857142857,0.547,0.0728571428571429,"Undrafted"
"Doron Lamb",21.5,193.04,92.98636,"Kentucky","USA","2012","2","42",100,3.459,0.947,0.753,-4.75,0.0145,0.072,0.145,0.488,0.089,"Round 2"
"Doug Christie",32,198.12,92.98636,"Pepperdine","USA","1992","1","17",672,11.9904761904762,4.35550595238095,3.9797619047619,0.0909090909090908,0.0304545454545455,0.107090909090909,0.161818181818182,0.508363636363636,0.173909090909091,"Round 1"
"Doug McDermott",27,201.788888888889,101.453410666667,"Creighton","USA","2014","1","11",591,9.29729272419628,2.32571912013536,1.00033840947547,-2.96666666666667,0.0194444444444444,0.0938888888888889,0.173777777777778,0.581,0.0665555555555556,"Round 1"
"Doug Overton",30.1428571428571,190.5,86.18248,"La Salle","USA","1991","2","40",256,3.58515625,1.0703125,1.725,-4.91428571428571,0.02,0.0725714285714286,0.174142857142857,0.456285714285714,0.214,"Round 2"
"Doug West",32,198.12,94.347136,"Villanova","USA","1989","2","38",173,5.47919075144509,1.99768786127168,1.36473988439306,-5.08,0.0286,0.0852,0.1352,0.4524,0.1138,"Round 2"
"Dragan Bender",20.5,215.265,104.779752,"None","Croatia","2016","1","4",187,5.43529411764706,3.85882352941176,1.26577540106952,-4.825,0.04025,0.16375,0.14575,0.5075,0.0955,"Round 1"
"Dragan Tarlac",28,210.82,122.46984,"None","USA","1995","2","31",43,2.4,2.8,0.7,-17.5,0.072,0.177,0.118,0.454,0.087,"Round 2"
"Draymond Green",28,199.736363636364,104.32616,"Michigan State","USA","2012","2","35",758,8.68060686015831,6.96240105540897,5.60277044854881,7.93636363636364,0.0403636363636364,0.197636363636364,0.150545454545455,0.529636363636364,0.245636363636364,"Round 2"
"Drew Barry",26,195.58,86.636072,"Georgia Tech","USA","1996","2","57",60,2.26166666666667,1.13833333333333,1.85166666666667,2.26666666666667,0.0146666666666667,0.1,0.125333333333333,0.570666666666667,0.275,"Round 2"
"Drew Eubanks",24,206.756,111.13004,"None","USA","Undrafted","Undrafted","Undrafted",248,6.14475806451613,4.70927419354839,1.01653225806452,-8.5,0.0852,0.2008,0.1514,0.65,0.0948,"Undrafted"
"Drew Eubanks",24,206.756,111.13004,"Oregon State","USA","Undrafted","Undrafted","Undrafted",248,6.14475806451613,4.70927419354839,1.01653225806452,-8.5,0.0852,0.2008,0.1514,0.65,0.0948,"Undrafted"
"Drew Gooden",27.5,208.28,111.972425142857,"Kansas","USA","2002","1","4",790,10.9593670886076,7.10911392405063,1.1379746835443,-4.19285714285714,0.103285714285714,0.213857142857143,0.213928571428571,0.498571428571429,0.0773571428571429,"Round 1"
"Drew Gordon",24,205.74,111.13004,"New Mexico","USA","Undrafted","Undrafted","Undrafted",9,1.9,2,0.2,-22.9,0.097,0.2,0.159,0.428,0.044,"Undrafted"
"Dru Smith",25,190.5,92.079176,"Missouri","USA","Undrafted","Undrafted","Undrafted",15,2.9,1.6,1.5,-8.8,0.012,0.132,0.133,0.475,0.206,"Undrafted"
"Duane Causwell",31,213.36,112.944408,"Temple","USA","1990","1","18",158,2.49746835443038,2.49430379746835,0.206962025316456,-12.4,0.0932,0.186,0.1546,0.5068,0.0298,"Round 1"
"Duane Ferrell",33,200.66,97.52228,"Georgia Tech","USA","Undrafted","Undrafted","Undrafted",120,4.13833333333333,1.61666666666667,0.776666666666667,1.93333333333333,0.0746666666666667,0.0566666666666667,0.153333333333333,0.356333333333333,0.0643333333333333,"Undrafted"
"Duane Washington Jr.",22.5,189.23,89.357624,"Ohio State","Germany","Undrafted","Undrafted","Undrafted",79,9.11518987341772,1.50379746835443,1.87848101265823,-3.2,0.004,0.0835,0.256,0.4895,0.194,"Undrafted"
"Duje Dukan",24,205.74,99.79024,"Wisconsin","Croatia","Undrafted","Undrafted","Undrafted",1,6,4,1,-18.1,0.063,0.08,0.16,0.3,0.067,"Undrafted"
"Duncan Robinson",27,201.168,97.068688,"Michigan","USA","Undrafted","Undrafted","Undrafted",281,11.0608540925267,2.76761565836299,1.45516014234875,-0.7,0.0086,0.0964,0.1598,0.5866,0.0782,"Undrafted"
"Dusty Hannahs",25.5,191.77,91.85238,"Arkansas","USA","Undrafted","Undrafted","Undrafted",4,5,0.5,1.25,-0.15,0,0.0495,0.254,0.459,0.1785,"Undrafted"
"Dusty Hannahs",25.5,191.77,91.85238,"Arkansas","USA","2017","Undrafted","Undrafted",4,5,0.5,1.25,-0.15,0,0.0495,0.254,0.459,0.1785,"Undrafted"
"Dwayne Bacon",23.5,199.39,100.243832,"Florida State","USA","2017","2","40",207,7.22657004830918,2.59323671497585,1.1048309178744,-5.45,0.0125,0.12225,0.16975,0.4775,0.0925,"Round 2"
"Dwayne Jones",25,209.804,113.7608736,"Saint Joseph's","USA","Undrafted","Undrafted","Undrafted",82,1.31219512195122,2.32682926829268,0.153658536585366,7.58,0.1086,0.2828,0.09,0.4034,0.0134,"Undrafted"
"Dwayne Schintzius",29,217.17,123.60382,"Florida","USA","1990","1","24",31,1.4741935483871,1.34516129032258,0.403225806451613,-8.45,0.0895,0.1635,0.175,0.37,0.124,"Round 1"
"Dwight Buycks",26.6666666666667,190.5,86.18248,"Marquette","USA","Undrafted","Undrafted","Undrafted",49,6.33061224489796,1.53061224489796,1.66530612244898,-4.9,0.0256666666666667,0.104,0.221,0.499333333333333,0.187,"Undrafted"
"Dwight Howard",27.5,210.396666666667,120.075882222222,"None","USA","2004","1","1",1242,15.6984702093398,11.7735104669887,1.34533011272142,2.72222222222222,0.120833333333333,0.286944444444444,0.214055555555556,0.609277777777778,0.0685555555555556,"Round 1"
"Dwight Powell",27,209.691111111111,108.86208,"Stanford","Canada","2014","2","45",587,7.55451448040886,4.5267461669506,1.01737649063032,1.28888888888889,0.0856666666666667,0.163444444444444,0.149666666666667,0.651444444444444,0.0774444444444444,"Round 2"
"Dwyane Wade",29.5,193.04,98.65626,"Marquette","USA","2003","1","5",1054,21.9738140417457,4.68026565464896,5.41261859582543,4,0.0414375,0.1144375,0.3059375,0.55025,0.2843125,"Round 1"
"Dylan Windler",25,198.966666666667,88.904032,"Belmont","USA","2019","1","26",84,3.28928571428571,2.36309523809524,0.833333333333333,-0.7,0.0286666666666667,0.105666666666667,0.145666666666667,0.639666666666667,0.133333333333333,"Round 1"
"Dyson Daniels",20,200.66,90.264808,"None","Australia","2022","1","8",59,3.8,3.2,2.3,0.4,0.035,0.14,0.113,0.503,0.172,"Round 1"
"Dzanan Musa",20.5,205.74,96.3883,"None","Bosnia and Herzegovina","2018","1","29",49,4.30408163265306,1.90612244897959,0.93469387755102,4.05,0.029,0.111,0.2215,0.4495,0.107,"Round 1"
"E'Twaun Moore",27.5,192.532,86.636072,"Purdue","USA","2011","2","55",598,7.92675585284281,2.01839464882943,1.75585284280936,-0.97,0.0238,0.0793,0.1728,0.524,0.1309,"Round 2"
"Earl Barron",28.25,213.36,113.96499,"Memphis","USA","Undrafted","Undrafted","Undrafted",140,4.57928571428571,3.52714285714286,0.435714285714286,-12.5375,0.109375,0.175375,0.200375,0.4075,0.04075,"Undrafted"
"Earl Boykins",29.2307692307692,165.1,60.7464363076923,"Eastern Michigan","USA","Undrafted","Undrafted","Undrafted",652,8.87423312883435,1.33911042944785,3.2090490797546,-4.41538461538462,0.0246153846153846,0.0573076923076923,0.219076923076923,0.496923076923077,0.294384615384615,"Undrafted"
"Earl Clark",24.5,208.28,103.418976,"Louisville","USA","2009","1","14",261,4.36743295019157,2.9727969348659,0.501532567049808,-7.51666666666667,0.0546666666666667,0.1805,0.180666666666667,0.447,0.0595,"Round 1"
"Earl Cureton",39,205.74,95.25432,"Detroit Mercy","USA","1979","3","58",9,0.8,1,0.4,-2.1,0.105,0.102,0.103,0.376,0.148,"Round 2"
"Earl Watson",29,185.42,87.1245556923077,"UCLA","USA","2001","2","39",878,6.36788154897494,2.26958997722096,4.42323462414579,-0.915384615384615,0.0294615384615385,0.0898461538461539,0.156,0.478615384615385,0.301153846153846,"Round 2"
"Ed Davis",27.5,207.645,104.061564666667,"North Carolina","USA","2010","1","13",722,5.94030470914127,6.40027700831025,0.750415512465374,-2.95833333333333,0.117416666666667,0.23625,0.124583333333333,0.570833333333333,0.0621666666666667,"Round 1"
"Ed Gray",22.5,190.5,95.25432,"California","USA","1997","1","22",60,6.25,1.2,0.75,-10.4,0.0225,0.0845,0.276,0.43,0.1075,"Round 1"
"Ed O'Bannon",24,203.2,100.697424,"UCLA","USA","1995","1","9",64,3.7,2.3,0.6,-8.7,0.06,0.149,0.167,0.399,0.077,"Round 1"
"Ed Pinckney",34,205.74,108.86208,"Villanova","USA","1985","1","10",27,2.4,2.4,0.2,-11.2,0.109,0.179,0.127,0.611,0.04,"Round 1"
"Ed Stokes",26,213.36,119.748288,"Arizona","USA","1993","2","35",4,0.8,1,0.3,-47.4,0.059,0.214,0.134,0.387,0.125,"Round 2"
"Eddie Basden",23,195.58,97.52228,"North Carolina-Charlotte","USA","Undrafted","Undrafted","Undrafted",19,2.1,1.5,0.4,10.2,0.058,0.169,0.162,0.471,0.094,"Undrafted"
"Eddie Gill",26,182.88,85.728888,"Weber State","USA","Undrafted","Undrafted","Undrafted",187,3.05668449197861,1.10427807486631,1.14171122994652,-9.85714285714286,0.0117142857142857,0.115428571428571,0.170571428571429,0.536142857142857,0.268428571428571,"Undrafted"
"Eddie Griffin",22.6,207.772,104.6890336,"Seton Hall","USA","2001","1","7",303,7.16105610561056,5.77491749174918,0.784488448844884,-9.06,0.0858,0.2104,0.1786,0.4194,0.063,"Round 1"
"Eddie House",28,185.42,80.6156690909091,"Arizona State","USA","2000","2","37",717,7.46806136680614,1.67740585774059,1.54128312412831,-0.372727272727273,0.0150909090909091,0.0985454545454545,0.218,0.505545454545455,0.160090909090909,"Round 2"
"Eddie Johnson",39,200.66,97.52228,"Illinois","USA","1981","2","29",130,8.21846153846154,2.25,1.09923076923077,-6.86666666666667,0.025,0.121333333333333,0.238,0.509,0.0893333333333333,"Round 1"
"Eddie Jones",30.5,198.331666666667,90.491604,"Temple","USA","1994","1","10",820,15.0782926829268,4.12878048780488,2.98182926829268,4.38333333333333,0.0261666666666667,0.112833333333333,0.197666666666667,0.546,0.145083333333333,"Round 1"
"Eddie Robinson",26,205.74,94.347136,"Central Oklahoma","USA","Undrafted","Undrafted","Undrafted",278,6.95071942446043,2.73597122302158,0.905035971223022,-2.06,0.0508,0.1092,0.1764,0.529,0.0822,"Undrafted"
"Eddy Curry",24.1818181818182,211.512727272727,130.510789090909,"None","USA","2001","1","4",527,12.9548387096774,5.18576850094877,0.536812144212524,-14.6181818181818,0.0771818181818182,0.162181818181818,0.237363636363636,0.566454545454545,0.0284545454545455,"Round 1"
"Edmond Sumner",24.2,194.564,86.3639168,"Xavier","USA","2017","2","52",161,6.17639751552795,1.52422360248447,1.12795031055901,-25.82,0.0202,0.1614,0.1818,0.6314,0.087,"Round 2"
"Eduardo Najera",29.5,203.2,105.951531333333,"Oklahoma","Mexico","2000","2","38",619,4.91938610662359,3.72374798061389,0.796122778675283,1.05,0.0815,0.145166666666667,0.13,0.514,0.0706666666666667,"Round 2"
"Edwin Ubiles",25,198.12,92.532768,"Siena","Puerto Rico","Undrafted","Undrafted","Undrafted",4,3.5,2.5,0.3,-18.9,0.045,0.186,0.189,0.362,0.036,"Undrafted"
"Edy Tavares",24.5,220.98,119.0679,"None","Cabo Verde","2014","2","43",13,2.56153846153846,2.45384615384615,0.330769230769231,6.05,0.146,0.2315,0.1525,0.594,0.063,"Round 2"
"Efthimios Rentzias",27,210.82,113.398,"None","Greece","1996","1","23",35,1.5,0.7,0.2,-12,0.074,0.152,0.2,0.413,0.086,"Round 1"
"Ekpe Udoh",27.5714285714286,208.28,111.13004,"Baylor","USA","2010","1","6",384,3.54114583333333,2.87291666666667,0.658854166666667,-0.642857142857143,0.0844285714285714,0.133714285714286,0.122428571428571,0.526428571428571,0.0791428571428571,"Round 1"
"Elden Campbell",32,213.36,121.260261333333,"Clemson","USA","1990","1","27",601,10.8004991680532,6.12013311148086,1.2026622296173,2.57777777777778,0.0825555555555556,0.200222222222222,0.222,0.502111111111111,0.0881111111111111,"Round 1"
"Eldridge Recasner",31.5,192.616666666667,86.3336773333333,"Washington","USA","1992","Undrafted","Undrafted",230,5.60173913043478,1.69652173913043,1.52652173913043,-3.56666666666667,0.023,0.0791666666666667,0.152166666666667,0.494,0.213166666666667,"Undrafted"
"Elfrid Payton",24.5,192.0875,85.61549,"Louisiana-Lafayette","USA","2014","1","10",500,10.0842,4.0116,5.7372,-3.7625,0.038625,0.116,0.196625,0.479875,0.30175,"Round 1"
"Elfrid Payton",24.5,192.0875,85.61549,"Louisana-Lafayette","USA","2014","1","10",500,10.0842,4.0116,5.7372,-3.7625,0.038625,0.116,0.196625,0.479875,0.30175,"Round 1"
